InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
568048,23358,HOT STUFF HOT WATER BOTTLE,6.0,9/23/2011 12:36,3.75,14911.0,EIRE
575519,23571,TRADITIONAL NAUGHTS & CROSSES,12.0,11/10/2011 10:53,1.65,12682.0,France
572065,23177,TREASURE ISLAND BOOK BOX,1.0,10/20/2011 13:06,2.25,12556.0,Spain
567290,23345, DOLLY GIRL BEAKER,400.0,9/19/2011 11:54,1.08,14646.0,Netherlands
564670,23293,SET OF 12 FAIRY CAKE BAKING CASES,8.0,8/26/2011 15:44,0.83,12683.0,France
575067,22727,ALARM CLOCK BAKELIKE RED ,24.0,11/8/2011 12:45,3.75,12583.0,France
571328,70007,HI TEC ALPINE HAND WARMER,12.0,10/17/2011 11:27,1.65,12473.0,Germany
542229,22332,SKULLS PARTY BAG + STICKER SET,8.0,1/26/2011 13:38,1.65,12474.0,Germany
575508,21481,FAWN BLUE HOT WATER BOTTLE,72.0,11/10/2011 10:32,3.39,14646.0,Netherlands
565801,22963,JAM JAR WITH GREEN LID,12.0,9/7/2011 10:28,0.85,12685.0,France
540480,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4.0,1/7/2011 15:27,3.95,12480.0,Germany
578472,22576,SWALLOW WOODEN CHRISTMAS DECORATION,24.0,11/24/2011 12:40,0.85,12476.0,Germany
560451,22460,EMBOSSED GLASS TEALIGHT HOLDER,12.0,7/19/2011 9:50,1.25,14911.0,EIRE
540239,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6.0,1/5/2011 14:48,2.95,12682.0,France
540976,22394,PAPERWEIGHT KINGS CHOICE ,12.0,1/12/2011 15:00,0.85,12652.0,France
562560,21535,RED RETROSPOT SMALL MILK JUG,4.0,8/5/2011 17:12,2.55,14156.0,EIRE
555858,C2,CARRIAGE,1.0,6/7/2011 14:12,50.0,14911.0,EIRE
561870,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,7/31/2011 11:45,0.55,14911.0,EIRE
540971,20675,BLUE POLKADOT BOWL,8.0,1/12/2011 14:10,1.25,12383.0,Belgium
560230,POST,POSTAGE,2.0,7/17/2011 10:53,18.0,12600.0,Germany
559907,21217,RED RETROSPOT ROUND CAKE TINS,2.0,7/13/2011 13:37,9.95,12766.0,Portugal
570672,22445,PENCIL CASE LIFE IS BEAUTIFUL,6.0,10/11/2011 14:52,2.95,12536.0,France
563482,23254,CHILDRENS CUTLERY DOLLY GIRL ,2.0,8/16/2011 15:54,4.15,17097.0,Spain
551657,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12.0,5/3/2011 12:12,0.85,14911.0,EIRE
558067,20717,STRAWBERRY SHOPPER BAG,10.0,6/24/2011 15:51,1.25,14156.0,EIRE
562560,21531,RED RETROSPOT SUGAR JAM BOWL,4.0,8/5/2011 17:12,2.55,14156.0,EIRE
555106,22968,ROSE COTTAGE KEEPSAKE BOX ,2.0,5/31/2011 14:14,9.95,12790.0,Netherlands
542106,22423,REGENCY CAKESTAND 3 TIER,32.0,1/25/2011 13:37,10.95,12709.0,Germany
545140,22846,BREAD BIN DINER STYLE RED ,7.0,2/28/2011 12:08,14.95,12464.0,Belgium
574501,20974,12 PENCILS SMALL TUBE SKULL,6.0,11/4/2011 13:15,0.65,12577.0,France
542621,21843,RED RETROSPOT CAKE STAND,1.0,1/31/2011 9:05,10.95,12528.0,Germany
546765,21843,RED RETROSPOT CAKE STAND,3.0,3/16/2011 14:37,10.95,12437.0,France
563169,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12.0,8/12/2011 12:42,2.95,14911.0,EIRE
564565,22197,POPCORN HOLDER,12.0,8/26/2011 10:50,0.85,14911.0,EIRE
574740,23357,HOT WATER BOTTLE SEX BOMB,24.0,11/6/2011 16:07,4.15,12357.0,Switzerland
579102,23198,PANTRY MAGNETIC  SHOPPING LIST,12.0,11/28/2011 11:33,1.45,14911.0,EIRE
576051,22899,CHILDREN'S APRON DOLLY GIRL ,6.0,11/13/2011 14:45,2.1,14911.0,EIRE
539636,22652,TRAVEL SEWING KIT,20.0,12/20/2010 15:15,1.65,12481.0,Germany
555947,47343A,FUSCHIA FLOWER PURSE WITH BEADS,12.0,6/8/2011 10:45,0.83,14911.0,EIRE
567721,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32.0,9/22/2011 10:38,,12409.0,Switzerland
555572,79191C,RETRO PLASTIC ELEPHANT TRAY,12.0,6/5/2011 15:37,0.85,12449.0,Belgium
545295,21244,BLUE POLKADOT PLATE ,20.0,3/1/2011 12:09,1.69,12709.0,Germany
561332,23284,DOORMAT KEEP CALM AND COME IN,10.0,7/26/2011 14:25,6.75,13492.0,Switzerland
578082,22158,3 HEARTS HANGING DECORATION RUSTIC,16.0,11/22/2011 16:33,2.95,12775.0,Netherlands
556507,22384,LUNCH BAG PINK POLKADOT,10.0,6/13/2011 9:55,1.65,12567.0,France
567334,23085,ANTIQUE SILVER BAUBLE LAMP  ,4.0,9/19/2011 14:55,10.4,14911.0,EIRE
565800,23302,KNEELING MAT HOUSEWORK  DESIGN,12.0,9/7/2011 10:23,1.65,14911.0,EIRE
581006,23319,BOX OF 6 MINI 50'S CRACKERS,6.0,12/7/2011 8:45,2.49,14911.0,EIRE
576064,20724,RED RETROSPOT CHARLOTTE BAG,5.0,11/13/2011 15:37,0.85,12508.0,France
569563,23545,WRAP RED VINTAGE DOILY,75.0,10/5/2011 9:46,0.42,12481.0,Germany
541518,21154,RED RETROSPOT OVEN GLOVE ,10.0,1/19/2011 9:05,1.25,12451.0,Switzerland
544933,22343,PARTY PIZZA DISH RED RETROSPOT,24.0,2/25/2011 8:44,0.85,12633.0,Germany
578488,22795,SWEETHEART RECIPE BOOK STAND,1.0,11/24/2011 12:53,6.75,12784.0,Portugal
576064,46000S,POLYESTER FILLER PAD 40x40cm,4.0,11/13/2011 15:37,1.45,12508.0,France
544115,21989,PACK OF 20 SKULL PAPER NAPKINS,12.0,2/16/2011 11:45,0.85,12727.0,France
551398,84991,60 TEATIME FAIRY CAKE CASES,24.0,4/28/2011 13:09,0.55,12417.0,Spain
545533,21088,SET/6 FRUIT SALAD PAPER CUPS,12.0,3/3/2011 14:04,0.65,12524.0,Germany
575886,22331,WOODLAND PARTY BAG + STICKER SET,3.0,11/11/2011 13:57,1.65,12517.0,Germany
539488,22112,CHOCOLATE HOT WATER BOTTLE,16.0,12/20/2010 9:37,4.95,12377.0,Switzerland
566163,23207,LUNCH BAG ALPHABET DESIGN,10.0,9/9/2011 11:48,1.65,12637.0,France
580734,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4.0,12/6/2011 8:46,3.75,12766.0,Portugal
562670,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6.0,8/8/2011 13:42,2.95,14911.0,EIRE
564216,21086,SET/6 RED SPOTTY PAPER CUPS,12.0,8/24/2011 9:23,0.65,12642.0,Germany
569727,78033,FLAG OF ST GEORGE CHAIR,2.0,10/6/2011 9:37,5.95,12500.0,Germany
556469,22385,JUMBO BAG SPACEBOY DESIGN,30.0,6/12/2011 11:37,2.08,12516.0,Germany
563808,22507,MEMO BOARD RETROSPOT  DESIGN,8.0,8/19/2011 11:46,4.95,12626.0,Germany
562789,22355,CHARLOTTE BAG SUKI DESIGN,100.0,8/9/2011 13:50,0.72,14646.0,Netherlands
C562375,23173,REGENCY TEAPOT ROSES ,-24.0,8/4/2011 14:46,8.15,14911.0,EIRE
C561703,20685,DOORMAT RED RETROSPOT,-1.0,7/29/2011 11:07,6.75,12709.0,Germany
C580168,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1.0,12/2/2011 11:34,4.95,12465.0,Belgium
562287,POST,POSTAGE,1.0,8/4/2011 11:07,28.0,12455.0,Spain
557263,21976,PACK OF 60 MUSHROOM CAKE CASES,120.0,6/19/2011 11:08,0.42,14646.0,Netherlands
556509,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12.0,6/13/2011 10:33,1.65,12708.0,Germany
554104,22077,6 RIBBONS RUSTIC CHARM,12.0,5/22/2011 14:03,1.65,12705.0,Germany
540835,20726,LUNCH BAG WOODLAND,10.0,1/11/2011 15:00,1.65,12724.0,France
554861,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12.0,5/27/2011 10:29,0.83,12633.0,Germany
540458,22985,"WRAP, BILLBOARD FONTS DESIGN",25.0,1/7/2011 12:28,0.42,12501.0,Germany
579634,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16.0,11/30/2011 12:18,0.65,12598.0,France
566040,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,24.0,9/8/2011 13:38,1.45,12540.0,Spain
573417,16169E,WRAP 50'S  CHRISTMAS,25.0,10/31/2011 8:56,0.42,12581.0,Germany
537201,22593,CHRISTMAS GINGHAM STAR,12.0,12/5/2010 14:19,0.85,12472.0,Germany
553842,21244,BLUE POLKADOT PLATE ,16.0,5/19/2011 12:24,1.69,12524.0,Germany
570672,48173C,DOORMAT BLACK FLOCK ,2.0,10/11/2011 14:52,8.25,12536.0,France
578093,23265,SET OF 3 WOODEN TREE DECORATIONS,12.0,11/22/2011 17:21,1.25,14911.0,EIRE
576603,22112,CHOCOLATE HOT WATER BOTTLE,3.0,11/15/2011 15:22,4.95,14911.0,EIRE
564654,22694,WICKER STAR ,6.0,8/26/2011 14:29,2.1,14911.0,EIRE
548470,21580,RABBIT  DESIGN  COTTON TOTE BAG,6.0,3/31/2011 12:36,2.25,12782.0,Portugal
546520,21251,DINOSAUR HEIGHT CHART STICKER SET,6.0,3/14/2011 12:28,2.95,14911.0,EIRE
577613,21974,SET OF 36 PAISLEY FLOWER DOILIES,12.0,11/21/2011 10:02,1.45,14911.0,EIRE
558089,21245,GREEN POLKADOT PLATE ,8.0,6/26/2011 12:36,1.69,13505.0,Switzerland
557525,23007, SPACEBOY BABY GIFT SET,1.0,6/21/2011 9:26,16.95,12759.0,Netherlands
536861,22300,COFFEE MUG DOG + BALL DESIGN,6.0,12/3/2010 10:44,2.55,12427.0,Germany
565416,22029,SPACEBOY BIRTHDAY CARD,12.0,9/4/2011 12:00,0.42,12710.0,Germany
C574261,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4.0,11/3/2011 14:00,8.5,12683.0,France
570672,22200,FRYING PAN PINK POLKADOT,4.0,10/11/2011 14:52,4.25,12536.0,France
565443,23051,RECYCLED ACAPULCO MAT BLUE,2.0,9/4/2011 14:22,8.25,12567.0,France
545105,22366,DOORMAT AIRMAIL ,6.0,2/28/2011 11:58,7.95,12598.0,France
543030,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48.0,2/2/2011 15:22,0.29,12437.0,France
570016,22840,ROUND CAKE TIN VINTAGE RED,2.0,10/7/2011 10:06,7.95,14911.0,EIRE
555162,22431,WATERING CAN BLUE ELEPHANT,6.0,6/1/2011 10:15,1.95,12473.0,Germany
579345,22534,MAGIC DRAWING SLATE SPACEBOY ,24.0,11/29/2011 11:46,0.42,12727.0,France
573581,21213,PACK OF 72 SKULL CAKE CASES,24.0,10/31/2011 14:22,0.55,14911.0,EIRE
555650,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24.0,6/6/2011 13:48,0.55,14156.0,EIRE
577046,21914,BLUE HARMONICA IN BOX ,12.0,11/17/2011 13:46,1.25,12449.0,Belgium
576927,20726,LUNCH BAG WOODLAND,10.0,11/17/2011 11:02,1.65,12567.0,France
569653,21931,JUMBO STORAGE BAG SUKI,10.0,10/5/2011 12:52,2.08,12451.0,Switzerland
566163,23206,LUNCH BAG APPLE DESIGN,10.0,9/9/2011 11:48,1.65,12637.0,France
550178,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12.0,4/14/2011 17:25,1.25,12662.0,Germany
569097,23507,MINI PLAYING CARDS BUFFALO BILL ,20.0,9/30/2011 12:06,0.42,12731.0,France
562046,23346,SPACEBOY BEAKER,12.0,8/2/2011 10:34,1.25,12378.0,Switzerland
541518,22744,MAKE YOUR OWN MONSOON CARD KIT,6.0,1/19/2011 9:05,2.95,12451.0,Switzerland
576787,22080,RIBBON REEL POLKADOTS ,10.0,11/16/2011 13:54,1.65,13815.0,Germany
570839,22283,6 EGG HOUSE PAINTED WOOD,8.0,10/12/2011 14:08,7.95,14911.0,EIRE
542626,21244,BLUE POLKADOT PLATE ,8.0,1/31/2011 9:51,1.69,12720.0,Germany
547897,21577,SAVE THE PLANET COTTON TOTE BAG,6.0,3/28/2011 11:36,2.25,12792.0,Portugal
541405,22037,ROBOT BIRTHDAY CARD,12.0,1/17/2011 15:17,0.42,12683.0,France
546917,82011B,BATHROOM SCALES RUBBER DUCKS,2.0,3/18/2011 9:17,3.75,14911.0,EIRE
563558,22847,BREAD BIN DINER STYLE IVORY,4.0,8/17/2011 13:40,14.95,14156.0,EIRE
573748,22696,WICKER WREATH LARGE,6.0,11/1/2011 9:24,1.95,14911.0,EIRE
540469,22814,CARD PARTY GAMES ,12.0,1/7/2011 14:04,0.42,12484.0,Spain
576603,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12.0,11/15/2011 15:22,1.25,14911.0,EIRE
538644,21658,GLASS  BEURRE DISH,1.0,12/13/2010 14:39,3.95,12476.0,Germany
574740,22193,RED DINER WALL CLOCK,6.0,11/6/2011 16:07,8.5,12357.0,Switzerland
563914,22367,CHILDRENS APRON SPACEBOY DESIGN,8.0,8/21/2011 13:18,1.95,12518.0,Germany
553843,23065,LARGE DECO JEWELLERY STAND,1.0,5/19/2011 12:29,12.5,12553.0,France
571745,23411, TRELLIS COAT RACK,6.0,10/19/2011 10:48,4.95,14911.0,EIRE
575067,22356,CHARLOTTE BAG PINK POLKADOT,10.0,11/8/2011 12:45,0.85,12583.0,France
543828,21781,MA CAMPAGNE CUTLERY BOX,4.0,2/14/2011 9:45,14.95,14156.0,EIRE
576051,22737,RIBBON REEL CHRISTMAS PRESENT ,20.0,11/13/2011 14:45,1.65,14911.0,EIRE
575661,22572,ROCKING HORSE GREEN CHRISTMAS ,6.0,11/10/2011 14:39,0.85,12617.0,France
574713,23489,VINTAGE BELLS GARLAND,6.0,11/6/2011 14:26,2.89,12628.0,Germany
560569,21703,BAG 125g SWIRLY MARBLES,12.0,7/19/2011 14:04,0.42,12480.0,Germany
540480,21221,SET/4 BADGES CUTE CREATURES,10.0,1/7/2011 15:27,1.25,12480.0,Germany
554827,23110,PARISIENNE KEY CABINET ,16.0,5/26/2011 15:19,4.95,14646.0,Netherlands
574862,23346,SPACEBOY BEAKER,12.0,11/7/2011 12:27,1.25,12408.0,Belgium
549249,23004,TRAVEL CARD WALLET PANTRY,24.0,4/7/2011 12:04,0.42,12423.0,Belgium
566987,23203,JUMBO BAG VINTAGE DOILY ,10.0,9/16/2011 10:56,2.08,12476.0,Germany
560590,84510A,SET OF 4 ENGLISH ROSE COASTERS,10.0,7/19/2011 15:55,1.25,12560.0,Germany
562960,20676,RED RETROSPOT BOWL,8.0,8/11/2011 10:22,1.25,14911.0,EIRE
561645,22950,36 DOILIES VINTAGE CHRISTMAS,288.0,7/28/2011 15:16,1.25,14911.0,EIRE
567929,21933,PINK VINTAGE PAISLEY PICNIC BAG,10.0,9/22/2011 17:31,1.65,12425.0,Portugal
550527,22849,BREAD BIN DINER STYLE MINT,4.0,4/19/2011 10:48,14.95,12476.0,Germany
542735,10002,INFLATABLE POLITICAL GLOBE ,12.0,1/31/2011 15:36,0.85,12681.0,France
567552,22726,ALARM CLOCK BAKELIKE GREEN,8.0,9/21/2011 10:40,3.75,12583.0,France
558089,21243,PINK  POLKADOT PLATE ,8.0,6/26/2011 12:36,1.69,13505.0,Switzerland
542586,22449,SILK PURSE BABUSHKA PINK,6.0,1/28/2011 15:45,3.35,12377.0,Switzerland
C538643,21658,GLASS  BEURRE DISH,-1.0,12/13/2010 14:38,3.95,12476.0,Germany
536852,21791,VINTAGE HEADS AND TAILS CARD GAME ,12.0,12/3/2010 9:51,1.25,12686.0,France
567618,22708,WRAP DOLLY GIRL,25.0,9/21/2011 12:26,0.42,12721.0,France
567968,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12.0,9/23/2011 9:44,0.85,12546.0,Spain
549316,20726,LUNCH BAG WOODLAND,10.0,4/8/2011 9:54,1.65,12705.0,Germany
556886,21976,PACK OF 60 MUSHROOM CAKE CASES,24.0,6/15/2011 12:34,0.55,12624.0,France
552875,23202,JUMBO BAG VINTAGE LEAF,10.0,5/12/2011 9:41,2.08,12621.0,Germany
541120,21915,RED  HARMONICA IN BOX ,12.0,1/14/2011 9:13,1.25,12490.0,France
570657,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12.0,10/11/2011 14:10,1.65,14911.0,EIRE
539722,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3.0,12/21/2010 13:45,4.95,14911.0,EIRE
578698,22043,CHRISTMAS CARD SCREEN PRINT ,24.0,11/25/2011 10:20,0.19,12620.0,France
572035,22558,CLOTHES PEGS RETROSPOT PACK 24 ,96.0,10/20/2011 12:03,1.45,14646.0,Netherlands
575787,23439,HAND WARMER RED LOVE HEART,12.0,11/11/2011 11:18,2.1,12518.0,Germany
580648,23489,VINTAGE BELLS GARLAND,6.0,12/5/2011 13:15,2.89,12628.0,Germany
547715,84531B,BLUE KNITTED EGG COSY,6.0,3/25/2011 8:50,0.39,12520.0,Germany
549825,22302,COFFEE MUG PEARS  DESIGN,6.0,4/12/2011 12:47,2.55,12463.0,Belgium
542278,22796,PHOTO FRAME 3 CLASSIC HANGING,2.0,1/27/2011 10:43,9.95,14911.0,EIRE
577039,23314,VINTAGE CHRISTMAS TABLECLOTH,4.0,11/17/2011 13:30,12.5,12539.0,Spain
570784,22624,IVORY KITCHEN SCALES,2.0,10/12/2011 11:49,8.5,12569.0,Germany
540458,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6.0,1/7/2011 12:28,2.55,12501.0,Germany
571328,22434,BALLOON PUMP WITH 10 BALLOONS,8.0,10/17/2011 11:27,1.95,12473.0,Germany
536975,84559A,3D SHEET OF DOG STICKERS,12.0,12/3/2010 14:04,0.85,14911.0,EIRE
569866,22335,HEART DECORATION PAINTED ZINC ,1.0,10/6/2011 14:50,0.65,12757.0,Portugal
548664,48184,DOORMAT ENGLISH ROSE ,6.0,4/1/2011 14:45,7.95,14911.0,EIRE
546212,22839,3 TIER CAKE TIN GREEN AND CREAM,16.0,3/10/2011 11:33,12.75,14156.0,EIRE
540550,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4.0,1/10/2011 9:11,3.75,12539.0,Spain
541991,84819,DANISH ROSE ROUND SEWING BOX,3.0,1/25/2011 9:11,4.25,12417.0,Belgium
567899,72780,BLACK SILOUETTE CANDLE PLATE,24.0,9/22/2011 16:26,0.85,14911.0,EIRE
562789,22626,BLACK KITCHEN SCALES,2.0,8/9/2011 13:50,8.5,14646.0,Netherlands
C581148,22059,CERAMIC STRAWBERRY DESIGN MUG,-2.0,12/7/2011 14:02,1.49,12462.0,Spain
563662,21249,WOODLAND  HEIGHT CHART STICKERS ,6.0,8/18/2011 11:40,2.95,12729.0,France
561870,84880,WHITE WIRE EGG HOLDER,3.0,7/31/2011 11:45,7.5,14911.0,EIRE
545191,POST,POSTAGE,1.0,2/28/2011 15:39,28.0,12811.0,Portugal
555553,23199,JUMBO BAG APPLES,10.0,6/5/2011 13:45,2.08,12662.0,Germany
581493,POST,POSTAGE,1.0,12/9/2011 10:10,15.0,12423.0,Belgium
568095,21984,PACK OF 12 PINK PAISLEY TISSUES ,24.0,9/23/2011 14:49,0.29,14911.0,EIRE
570095,37450,CERAMIC CAKE BOWL + HANGING CAKES,6.0,10/7/2011 11:57,2.95,12528.0,Germany
553411,23208,LUNCH BAG VINTAGE LEAF DESIGN,10.0,5/17/2011 9:28,1.65,12714.0,France
551346,21222,SET/4 BADGES BEETLES,10.0,4/28/2011 9:12,1.25,12362.0,Belgium
559665,22342,HOME GARLAND PAINTED ZINC ,2.0,7/11/2011 13:35,0.75,12556.0,Spain
564856,22378,WALL TIDY RETROSPOT ,5.0,8/31/2011 9:11,2.1,12477.0,Germany
580753,21242,RED RETROSPOT PLATE ,8.0,12/6/2011 10:00,1.69,12682.0,France
564173,20725,LUNCH BAG RED RETROSPOT,10.0,8/23/2011 14:23,1.65,12567.0,France
552882,23084,RABBIT NIGHT LIGHT,24.0,5/12/2011 10:10,2.08,14646.0,Netherlands
543055,82482,WOODEN PICTURE FRAME WHITE FINISH,6.0,2/3/2011 10:41,2.55,12502.0,Spain
570409,23293,SET OF 12 FAIRY CAKE BAKING CASES,8.0,10/10/2011 13:03,0.83,12682.0,France
580736,22431,WATERING CAN BLUE ELEPHANT,6.0,12/6/2011 8:55,1.95,12716.0,France
562560,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2.0,8/5/2011 17:12,2.1,14156.0,EIRE
576630,23480,MINI LIGHTS WOODLAND MUSHROOMS,4.0,11/16/2011 8:38,3.75,13816.0,Germany
571065,21213,PACK OF 72 SKULL CAKE CASES,24.0,10/13/2011 14:59,0.55,12613.0,Germany
537065,22644,CERAMIC CHERRY CAKE MONEY BANK,12.0,12/5/2010 11:57,1.45,12567.0,France
562045,23298,SPOTTY BUNTING,3.0,8/2/2011 10:33,4.95,12644.0,Germany
567334,47590B,PINK HAPPY BIRTHDAY BUNTING,3.0,9/19/2011 14:55,5.45,14911.0,EIRE
563345,POST,POSTAGE,2.0,8/15/2011 13:22,18.0,12619.0,Germany
556060,22666,RECIPE BOX PANTRY YELLOW DESIGN,72.0,6/8/2011 14:03,2.55,14911.0,EIRE
569563,22624,IVORY KITCHEN SCALES,4.0,10/5/2011 9:46,8.5,12481.0,Germany
546212,22491,PACK OF 12 COLOURED PENCILS,144.0,3/10/2011 11:33,0.72,14156.0,EIRE
C542924,22423,REGENCY CAKESTAND 3 TIER,-2.0,2/2/2011 9:39,12.75,12559.0,Germany
C570828,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,-6.0,10/12/2011 13:15,1.65,14911.0,EIRE
573362,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24.0,10/30/2011 13:06,0.55,12597.0,Spain
550137,22447,PIN CUSHION BABUSHKA BLUE,6.0,4/14/2011 13:59,3.35,12477.0,Germany
562034,79191B,RETRO PLASTIC POLKA TRAY,12.0,8/2/2011 9:14,0.85,12449.0,Belgium
578140,22367,CHILDRENS APRON SPACEBOY DESIGN,100.0,11/23/2011 10:58,1.65,14646.0,Netherlands
571409,21222,SET/4 BADGES BEETLES,10.0,10/17/2011 12:25,1.25,14911.0,EIRE
543737,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",20.0,2/11/2011 12:45,4.95,12477.0,Germany
569893,POST,POSTAGE,6.0,10/6/2011 15:51,18.0,12627.0,Germany
579345,23080,RED METAL BOX TOP SECRET,4.0,11/29/2011 11:46,8.25,12727.0,France
562046,23101,SILVER STARS TABLE DECORATION,12.0,8/2/2011 10:34,0.83,12378.0,Switzerland
578469,23238,SET OF 4 KNICK KNACK TINS LONDON ,12.0,11/24/2011 12:36,4.15,12471.0,Germany
540458,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6.0,1/7/2011 12:28,2.55,12501.0,Germany
574679,20719,WOODLAND CHARLOTTE BAG,20.0,11/6/2011 12:38,0.85,12645.0,Germany
564201,22077,6 RIBBONS RUSTIC CHARM,12.0,8/24/2011 8:09,1.65,12540.0,Spain
565801,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,12.0,9/7/2011 10:28,1.45,12685.0,France
577046,85176,SEWING SUSAN 21 NEEDLE SET,12.0,11/17/2011 13:46,0.85,12449.0,Belgium
556415,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,96.0,6/10/2011 12:19,0.65,12409.0,Switzerland
569866,20766,GARDEN PATH SKETCHBOOK,2.0,10/6/2011 14:50,3.75,12757.0,Portugal
574841,84078A,SET/4 WHITE RETRO STORAGE CUBES ,8.0,11/7/2011 11:42,34.95,14156.0,EIRE
576909,21731,RED TOADSTOOL LED NIGHT LIGHT,24.0,11/17/2011 9:49,1.65,12471.0,Germany
559134,22988,SOLDIERS EGG CUP ,12.0,7/6/2011 13:14,1.25,12700.0,France
558881,23286,BLUE VINTAGE SPOT BEAKER,8.0,7/4/2011 14:36,0.85,12705.0,Germany
574740,22897,OVEN MITT APPLES DESIGN,30.0,11/6/2011 16:07,1.45,12357.0,Switzerland
562046,20675,BLUE POLKADOT BOWL,8.0,8/2/2011 10:34,1.25,12378.0,Switzerland
546434,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4.0,3/14/2011 8:41,4.15,12383.0,Belgium
570724,23366,SET 12 COLOURING PENCILS DOILY,16.0,10/12/2011 11:22,0.65,12602.0,France
580528,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48.0,12/4/2011 15:28,0.85,14911.0,EIRE
541517,POST,POSTAGE,1.0,1/19/2011 8:34,18.0,12665.0,Germany
562370,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12.0,8/4/2011 14:20,2.55,12626.0,Germany
552845,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32.0,5/11/2011 14:37,2.55,14646.0,Netherlands
558881,22383,LUNCH BAG SUKI DESIGN ,10.0,7/4/2011 14:36,1.65,12705.0,Germany
C566777,22840,ROUND CAKE TIN VINTAGE RED,-1.0,9/15/2011 9:55,7.95,14911.0,EIRE
568706,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2.0,9/28/2011 15:32,7.9,14911.0,EIRE
551544,22960,JAM MAKING SET WITH JARS,6.0,5/3/2011 9:33,4.25,12683.0,France
557297,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4.0,6/19/2011 13:54,3.75,12421.0,Spain
552211,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12.0,5/6/2011 15:01,1.25,12709.0,Germany
560272,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6.0,7/17/2011 14:56,2.55,12691.0,France
553206,22795,SWEETHEART RECIPE BOOK STAND,16.0,5/16/2011 8:16,5.95,14156.0,EIRE
577355,23189,SET OF 12 FORK CANDLES,6.0,11/18/2011 15:53,2.89,14911.0,EIRE
536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4.0,12/3/2010 14:30,8.5,12712.0,Germany
540458,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,1/7/2011 12:28,0.55,12501.0,Germany
549559,22551,PLASTERS IN TIN SPACEBOY,12.0,4/10/2011 13:25,1.65,12447.0,Belgium
562275,22449,SILK PURSE BABUSHKA PINK,6.0,8/4/2011 10:04,3.35,12689.0,France
540458,21244,BLUE POLKADOT PLATE ,8.0,1/7/2011 12:28,1.69,12501.0,Germany
573892,22197,POPCORN HOLDER,12.0,11/1/2011 13:57,0.85,14911.0,EIRE
556578,22972,CHILDREN'S SPACEBOY MUG,12.0,6/13/2011 14:13,1.65,12472.0,Germany
547815,22556,PLASTERS IN TIN CIRCUS PARADE ,36.0,3/25/2011 14:19,1.65,13520.0,Switzerland
581171,22620,4 TRADITIONAL SPINNING TOPS,12.0,12/7/2011 15:02,1.45,12615.0,France
542535,22355,CHARLOTTE BAG SUKI DESIGN,10.0,1/28/2011 13:37,0.85,12735.0,France
564201,84879,ASSORTED COLOUR BIRD ORNAMENT,40.0,8/24/2011 8:09,1.69,12540.0,Spain
561898,85049H,URBAN BLACK RIBBONS ,12.0,7/31/2011 15:25,1.25,12456.0,Switzerland
570446,23240,SET OF 4 KNICK KNACK TINS DOILY ,6.0,10/10/2011 14:49,4.15,12431.0,Belgium
548745,22968,ROSE COTTAGE KEEPSAKE BOX ,4.0,4/4/2011 12:10,9.95,12471.0,Germany
